HMDB ID;Name;Chemical Formula;Monoisotopic Mass;Average Mass;
HMDB47379;TG(24:0/18:2(9Z,12Z)/22:2(13Z,16Z));C67H122O6;1022.924142;1023.707;
HMDB47380;TG(24:0/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z));C67H118O6;1018.892842;1019.675;
HMDB47381;TG(24:0/18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z));C68H118O6;1030.892842;1031.6609;
HMDB47382;TG(24:0/18:2(9Z,12Z)/18:3(9Z,12Z,15Z));C63H112O6;964.8458913;965.583;
HMDB47383;TG(24:0/18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z));C63H110O6;962.8302413;963.567;
HMDB47384;TG(24:0/18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z));C65H114O6;990.8615414;991.621;
HMDB47385;TG(24:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z));C65H112O6;988.8458913;989.605;
HMDB47386;TG(24:0/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z));C67H116O6;1016.877191;1017.659;
HMDB47387;TG(24:0/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C67H114O6;1014.861541;1015.643;
HMDB47388;TG(24:0/18:2(9Z,12Z)/o-18:0);C63H120O5;956.913577;957.648;
HMDB47389;TG(24:0/18:3(6Z,9Z,12Z)/24:0);C69H128O6;1052.971092;1053.751;
HMDB47390;TG(24:0/18:3(6Z,9Z,12Z)/14:1(9Z));C59H106O6;910.7989411;911.491;
HMDB47391;TG(24:0/18:3(6Z,9Z,12Z)/16:1(9Z));C61H110O6;938.8302413;939.545;
HMDB47392;TG(24:0/18:3(6Z,9Z,12Z)/18:1(11Z));C63H114O6;966.8615414;967.599;
HMDB47393;TG(24:0/18:3(6Z,9Z,12Z)/18:1(9Z));C63H114O6;966.8615414;967.599;
HMDB47394;TG(24:0/18:3(6Z,9Z,12Z)/20:1(11Z));C65H118O6;994.8928415;995.653;
HMDB47395;TG(24:0/18:3(6Z,9Z,12Z)/20:3(5Z,8Z,11Z));C65H114O6;990.8615414;991.621;
HMDB47396;TG(24:0/18:3(6Z,9Z,12Z)/22:1(13Z));C67H122O6;1022.924142;1023.707;
HMDB47397;TG(24:0/18:3(6Z,9Z,12Z)/24:1(15Z));C69H126O6;1050.955442;1051.761;
HMDB47398;TG(24:0/18:3(6Z,9Z,12Z)/18:2(9Z,12Z));C63H112O6;964.8458913;965.583;
HMDB47399;TG(24:0/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z));C63H110O6;962.8302413;963.567;
HMDB47400;TG(24:0/18:3(6Z,9Z,12Z)/20:2n6);C65H116O6;992.8771915;993.637;
HMDB47401;TG(24:0/18:3(6Z,9Z,12Z)/20:3n6);C65H114O6;990.8615414;991.621;
HMDB47402;TG(24:0/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z));C65H112O6;988.8458913;989.605;
HMDB47403;TG(24:0/18:3(6Z,9Z,12Z)/22:2(13Z,16Z));C67H120O6;1020.908492;1021.691;
HMDB47404;TG(24:0/18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z));C67H116O6;1016.877191;1017.659;
HMDB47405;TG(24:0/18:3(6Z,9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z));C67H114O6;1014.861541;1015.643;
HMDB47406;TG(24:0/18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z));C63H110O6;962.8302413;963.567;
HMDB47407;TG(24:0/18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z));C63H108O6;960.8145912;961.551;
HMDB47408;TG(24:0/18:3(6Z,9Z,12Z)/20:4(8Z,11Z,14Z,17Z));C65H112O6;988.8458913;989.605;
HMDB47409;TG(24:0/18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z));C65H110O6;986.8302413;987.589;
HMDB47410;TG(24:0/18:3(6Z,9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z));C67H114O6;1014.861541;1015.643;
HMDB47411;TG(24:0/18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C67H112O6;1012.845891;1013.627;
HMDB47412;TG(24:0/18:3(6Z,9Z,12Z)/o-18:0);C63H118O5;954.8979269;955.632;
HMDB47413;TG(24:0/20:2n6/24:0);C71H134O6;1083.018042;1083.847;
HMDB47414;TG(24:0/20:2n6/14:1(9Z));C61H112O6;940.8458913;941.561;
HMDB47415;TG(24:0/20:2n6/16:1(9Z));C63H116O6;968.8771915;969.615;
HMDB47416;TG(24:0/20:2n6/18:1(11Z));C65H120O6;996.9084916;997.669;
HMDB47417;TG(24:0/20:2n6/18:1(9Z));C65H120O6;996.9084916;997.669;
HMDB47418;TG(24:0/20:2n6/20:1(11Z));C67H124O6;1024.939792;1025.723;
HMDB47419;TG(24:0/20:2n6/20:3(5Z,8Z,11Z));C67H120O6;1020.908492;1021.691;
HMDB47420;TG(24:0/20:2n6/22:1(13Z));C69H128O6;1052.971092;1053.777;
HMDB47421;TG(24:0/20:2n6/24:1(15Z));C71H132O6;1081.002392;1081.831;
HMDB47422;TG(24:0/20:2n6/18:2(9Z,12Z));C65H118O6;994.8928415;995.653;
HMDB47423;TG(24:0/20:2n6/18:3(6Z,9Z,12Z));C65H116O6;992.8771915;993.637;
HMDB47424;TG(24:0/20:2n6/20:2n6);C67H122O6;1022.924142;1023.707;
HMDB47425;TG(24:0/20:2n6/20:3n6);C67H120O6;1020.908492;1021.691;
HMDB47426;TG(24:0/20:2n6/20:4(5Z,8Z,11Z,14Z));C67H118O6;1018.892842;1019.675;
HMDB47427;TG(24:0/20:2n6/22:2(13Z,16Z));C69H126O6;1050.955442;1051.761;
HMDB47428;TG(24:0/20:2n6/22:4(7Z,10Z,13Z,16Z));C69H122O6;1046.924142;1047.729;
HMDB47429;TG(24:0/20:2n6/22:5(4Z,7Z,10Z,13Z,16Z));C69H120O6;1044.908492;1045.713;
HMDB47430;TG(24:0/20:2n6/18:3(9Z,12Z,15Z));C65H116O6;992.8771915;993.637;
HMDB47431;TG(24:0/20:2n6/18:4(6Z,9Z,12Z,15Z));C65H114O6;990.8615414;991.621;
HMDB47432;TG(24:0/20:2n6/20:4(8Z,11Z,14Z,17Z));C67H118O6;1018.892842;1019.675;
HMDB47433;TG(24:0/20:2n6/20:5(5Z,8Z,11Z,14Z,17Z));C67H116O6;1016.877191;1017.659;
HMDB47434;TG(24:0/20:2n6/22:5(7Z,10Z,13Z,16Z,19Z));C69H120O6;1044.908492;1045.713;
HMDB47435;TG(24:0/20:2n6/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C69H118O6;1042.892842;1043.697;
HMDB47436;TG(24:0/20:2n6/o-18:0);C65H124O5;984.9448771;985.702;
HMDB47437;TG(24:0/20:3n6/24:0);C71H132O6;1081.002392;1081.8042;
HMDB47438;TG(24:0/20:3n6/14:1(9Z));C61H110O6;938.8302413;939.545;
HMDB47439;TG(24:0/20:3n6/16:1(9Z));C63H114O6;966.8615414;967.599;
HMDB47440;TG(24:0/20:3n6/18:1(11Z));C65H118O6;994.8928415;995.653;
HMDB47441;TG(24:0/20:3n6/18:1(9Z));C65H118O6;994.8928415;995.653;
HMDB47442;TG(24:0/20:3n6/20:1(11Z));C67H122O6;1022.924142;1023.707;
HMDB47443;TG(24:0/20:3n6/20:3(5Z,8Z,11Z));C67H118O6;1018.892842;1019.675;
HMDB47444;TG(24:0/20:3n6/22:1(13Z));C69H126O6;1050.955442;1051.761;
HMDB47445;TG(24:0/20:3n6/24:1(15Z));C71H130O6;1078.986742;1079.815;
HMDB47446;TG(24:0/20:3n6/18:2(9Z,12Z));C65H116O6;992.8771915;993.637;
HMDB47447;TG(24:0/20:3n6/18:3(6Z,9Z,12Z));C65H114O6;990.8615414;991.621;
HMDB47448;TG(24:0/20:3n6/20:2n6);C67H120O6;1020.908492;1021.691;
HMDB47449;TG(24:0/20:3n6/20:3n6);C67H118O6;1018.892842;1019.675;
HMDB47450;TG(24:0/20:3n6/20:4(5Z,8Z,11Z,14Z));C67H116O6;1016.877191;1017.659;
HMDB47451;TG(24:0/20:3n6/22:2(13Z,16Z));C69H124O6;1048.939792;1049.745;
HMDB47452;TG(24:0/20:3n6/22:4(7Z,10Z,13Z,16Z));C69H120O6;1044.908492;1045.713;
HMDB47453;TG(24:0/20:3n6/22:5(4Z,7Z,10Z,13Z,16Z));C69H118O6;1042.892842;1043.697;
HMDB47454;TG(24:0/20:3n6/18:3(9Z,12Z,15Z));C65H114O6;990.8615414;991.621;
HMDB47455;TG(24:0/20:3n6/18:4(6Z,9Z,12Z,15Z));C65H112O6;988.8458913;989.605;
HMDB47456;TG(24:0/20:3n6/20:4(8Z,11Z,14Z,17Z));C67H116O6;1016.877191;1017.659;
HMDB47457;TG(24:0/20:3n6/20:5(5Z,8Z,11Z,14Z,17Z));C67H114O6;1014.861541;1015.643;
HMDB47458;TG(24:0/20:3n6/22:5(7Z,10Z,13Z,16Z,19Z));C69H118O6;1042.892842;1043.697;
HMDB47459;TG(24:0/20:3n6/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C69H116O6;1040.877191;1041.681;
HMDB47460;TG(24:0/20:3n6/o-18:0);C65H122O5;982.929227;983.686;
HMDB47461;TG(24:0/20:4(5Z,8Z,11Z,14Z)/24:0);C71H130O6;1078.986742;1079.7883;
HMDB47462;TG(24:0/20:4(5Z,8Z,11Z,14Z)/14:1(9Z));C61H108O6;936.8145912;937.529;
HMDB47463;TG(24:0/20:4(5Z,8Z,11Z,14Z)/16:1(9Z));C63H112O6;964.8458913;965.583;
HMDB47464;TG(24:0/20:4(5Z,8Z,11Z,14Z)/18:1(11Z));C65H116O6;992.8771915;993.637;
HMDB47465;TG(24:0/20:4(5Z,8Z,11Z,14Z)/18:1(9Z));C65H116O6;992.8771915;993.637;
HMDB47466;TG(24:0/20:4(5Z,8Z,11Z,14Z)/20:1(11Z));C67H120O6;1020.908492;1021.691;
HMDB47467;TG(24:0/20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z));C67H116O6;1016.877191;1017.659;
HMDB47468;TG(24:0/20:4(5Z,8Z,11Z,14Z)/22:1(13Z));C69H124O6;1048.939792;1049.745;
HMDB47469;TG(24:0/20:4(5Z,8Z,11Z,14Z)/24:1(15Z));C71H128O6;1076.971092;1077.799;
HMDB47470;TG(24:0/20:4(5Z,8Z,11Z,14Z)/18:2(9Z,12Z));C65H114O6;990.8615414;991.621;
HMDB47471;TG(24:0/20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z));C65H112O6;988.8458913;989.605;
HMDB47472;TG(24:0/20:4(5Z,8Z,11Z,14Z)/20:2n6);C67H118O6;1018.892842;1019.675;
HMDB47473;TG(24:0/20:4(5Z,8Z,11Z,14Z)/20:3n6);C67H116O6;1016.877191;1017.659;
HMDB47474;TG(24:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));C67H114O6;1014.861541;1015.643;
HMDB47475;TG(24:0/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z));C69H122O6;1046.924142;1047.729;
HMDB47476;TG(24:0/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z));C69H118O6;1042.892842;1043.697;
HMDB47477;TG(24:0/20:4(5Z,8Z,11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z));C69H116O6;1040.877191;1041.681;
HMDB47478;TG(24:0/20:4(5Z,8Z,11Z,14Z)/18:3(9Z,12Z,15Z));C65H112O6;988.8458913;989.605;
HMDB47479;TG(24:0/20:4(5Z,8Z,11Z,14Z)/18:4(6Z,9Z,12Z,15Z));C65H110O6;986.8302413;987.589;
HMDB47480;TG(24:0/20:4(5Z,8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z));C67H114O6;1014.861541;1015.643;
HMDB47481;TG(24:0/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z));C67H112O6;1012.845891;1013.627;
HMDB47482;TG(24:0/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z));C69H116O6;1040.877191;1041.681;
HMDB47483;TG(24:0/20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C69H114O6;1038.861541;1039.665;
HMDB47484;TG(24:0/20:4(5Z,8Z,11Z,14Z)/o-18:0);C65H120O5;980.913577;981.67;
HMDB47485;TG(24:0/22:2(13Z,16Z)/24:0);C73H138O6;1111.049342;1111.8732;
HMDB47486;TG(24:0/22:2(13Z,16Z)/14:1(9Z));C63H116O6;968.8771915;969.615;
HMDB47487;TG(24:0/22:2(13Z,16Z)/16:1(9Z));C65H120O6;996.9084916;997.669;
HMDB47488;TG(24:0/22:2(13Z,16Z)/18:1(11Z));C67H124O6;1024.939792;1025.723;
HMDB47489;TG(24:0/22:2(13Z,16Z)/18:1(9Z));C67H124O6;1024.939792;1025.723;
HMDB47490;TG(24:0/22:2(13Z,16Z)/20:1(11Z));C69H128O6;1052.971092;1053.777;
HMDB47491;TG(24:0/22:2(13Z,16Z)/20:3(5Z,8Z,11Z));C69H124O6;1048.939792;1049.745;
HMDB47492;TG(24:0/22:2(13Z,16Z)/22:1(13Z));C71H132O6;1081.002392;1081.831;
HMDB47493;TG(24:0/22:2(13Z,16Z)/24:1(15Z));C73H136O6;1109.033692;1109.885;
HMDB47494;TG(24:0/22:2(13Z,16Z)/18:2(9Z,12Z));C67H122O6;1022.924142;1023.707;
HMDB47495;TG(24:0/22:2(13Z,16Z)/18:3(6Z,9Z,12Z));C67H120O6;1020.908492;1021.691;
HMDB47496;TG(24:0/22:2(13Z,16Z)/20:2n6);C69H126O6;1050.955442;1051.761;
HMDB47497;TG(24:0/22:2(13Z,16Z)/20:3n6);C69H124O6;1048.939792;1049.745;
HMDB47498;TG(24:0/22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z));C69H122O6;1046.924142;1047.729;
HMDB47499;TG(24:0/22:2(13Z,16Z)/22:2(13Z,16Z));C71H130O6;1078.986742;1079.815;
HMDB47500;TG(24:0/22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z));C71H126O6;1074.955442;1075.783;
HMDB47501;TG(24:0/22:2(13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z));C71H124O6;1072.939792;1073.767;
HMDB47502;TG(24:0/22:2(13Z,16Z)/18:3(9Z,12Z,15Z));C67H120O6;1020.908492;1021.691;
HMDB47503;TG(24:0/22:2(13Z,16Z)/18:4(6Z,9Z,12Z,15Z));C67H118O6;1018.892842;1019.675;
HMDB47504;TG(24:0/22:2(13Z,16Z)/20:4(8Z,11Z,14Z,17Z));C69H122O6;1046.924142;1047.729;
HMDB47505;TG(24:0/22:2(13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z));C69H120O6;1044.908492;1045.713;
HMDB47506;TG(24:0/22:2(13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z));C71H124O6;1072.939792;1073.767;
HMDB47507;TG(24:0/22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C71H122O6;1070.924142;1071.751;
HMDB47508;TG(24:0/22:2(13Z,16Z)/o-18:0);C67H128O5;1012.976177;1013.756;
HMDB47509;TG(24:0/22:4(7Z,10Z,13Z,16Z)/24:0);C73H134O6;1107.018042;1107.8415;
HMDB47510;TG(24:0/22:4(7Z,10Z,13Z,16Z)/14:1(9Z));C63H112O6;964.8458913;965.583;
HMDB47511;TG(24:0/22:4(7Z,10Z,13Z,16Z)/16:1(9Z));C65H116O6;992.8771915;993.637;
HMDB47512;TG(24:0/22:4(7Z,10Z,13Z,16Z)/18:1(11Z));C67H120O6;1020.908492;1021.691;
HMDB47513;TG(24:0/22:4(7Z,10Z,13Z,16Z)/18:1(9Z));C67H120O6;1020.908492;1021.691;
HMDB47514;TG(24:0/22:4(7Z,10Z,13Z,16Z)/20:1(11Z));C69H124O6;1048.939792;1049.745;
HMDB47515;TG(24:0/22:4(7Z,10Z,13Z,16Z)/20:3(5Z,8Z,11Z));C69H120O6;1044.908492;1045.713;
HMDB47516;TG(24:0/22:4(7Z,10Z,13Z,16Z)/22:1(13Z));C71H128O6;1076.971092;1077.799;
HMDB47517;TG(24:0/22:4(7Z,10Z,13Z,16Z)/24:1(15Z));C73H132O6;1105.002392;1105.853;
HMDB47518;TG(24:0/22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z));C67H118O6;1018.892842;1019.675;
HMDB47519;TG(24:0/22:4(7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z));C67H116O6;1016.877191;1017.659;
HMDB47520;TG(24:0/22:4(7Z,10Z,13Z,16Z)/20:2n6);C69H122O6;1046.924142;1047.729;
HMDB47521;TG(24:0/22:4(7Z,10Z,13Z,16Z)/20:3n6);C69H120O6;1044.908492;1045.713;
HMDB47522;TG(24:0/22:4(7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z));C69H118O6;1042.892842;1043.697;
HMDB47523;TG(24:0/22:4(7Z,10Z,13Z,16Z)/22:2(13Z,16Z));C71H126O6;1074.955442;1075.783;
HMDB47524;TG(24:0/22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z));C71H122O6;1070.924142;1071.751;
HMDB47525;TG(24:0/22:4(7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z));C71H120O6;1068.908492;1069.735;
HMDB47526;TG(24:0/22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z));C67H116O6;1016.877191;1017.659;
HMDB47527;TG(24:0/22:4(7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z));C67H114O6;1014.861541;1015.643;
HMDB47528;TG(24:0/22:4(7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z));C69H118O6;1042.892842;1043.697;
HMDB47529;TG(24:0/22:4(7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z));C69H116O6;1040.877191;1041.681;
HMDB47530;TG(24:0/22:4(7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z));C71H120O6;1068.908492;1069.735;
HMDB47531;TG(24:0/22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C71H118O6;1066.892842;1067.719;
HMDB47532;TG(24:0/22:4(7Z,10Z,13Z,16Z)/o-18:0);C67H124O5;1008.944877;1009.724;
HMDB47533;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/24:0);C73H132O6;1105.002392;1105.8256;
HMDB47534;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z));C63H110O6;962.8302413;963.567;
HMDB47535;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/16:1(9Z));C65H114O6;990.8615414;991.621;
HMDB47536;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z));C67H118O6;1018.892842;1019.675;
HMDB47537;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:1(9Z));C67H118O6;1018.892842;1019.675;
HMDB47538;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/20:1(11Z));C69H122O6;1046.924142;1047.729;
HMDB47539;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/20:3(5Z,8Z,11Z));C69H118O6;1042.892842;1043.697;
HMDB47540;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/22:1(13Z));C71H126O6;1074.955442;1075.783;
HMDB47541;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/24:1(15Z));C73H130O6;1102.986742;1103.837;
HMDB47542;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z));C67H116O6;1016.877191;1017.659;
HMDB47543;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z));C67H114O6;1014.861541;1015.643;
HMDB47544;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/20:2n6);C69H120O6;1044.908492;1045.713;
HMDB47545;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/20:3n6);C69H118O6;1042.892842;1043.697;
HMDB47546;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z));C69H116O6;1040.877191;1041.681;
HMDB47547;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/22:2(13Z,16Z));C71H124O6;1072.939792;1073.767;
HMDB47548;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z));C71H120O6;1068.908492;1069.735;
HMDB47549;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z));C71H118O6;1066.892842;1067.719;
HMDB47550;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z));C67H114O6;1014.861541;1015.643;
HMDB47551;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z));C67H112O6;1012.845891;1013.627;
HMDB47552;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z));C69H116O6;1040.877191;1041.681;
HMDB47553;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z));C69H114O6;1038.861541;1039.665;
HMDB47554;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z));C71H118O6;1066.892842;1067.719;
HMDB47555;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C71H116O6;1064.877191;1065.703;
HMDB47556;TG(24:0/22:5(4Z,7Z,10Z,13Z,16Z)/o-18:0);C67H122O5;1006.929227;1007.708;
HMDB47557;TG(24:0/18:3(9Z,12Z,15Z)/24:0);C69H128O6;1052.971092;1053.751;
HMDB47558;TG(24:0/18:3(9Z,12Z,15Z)/14:1(9Z));C59H106O6;910.7989411;911.491;
HMDB47559;TG(24:0/18:3(9Z,12Z,15Z)/16:1(9Z));C61H110O6;938.8302413;939.545;
HMDB47560;TG(24:0/18:3(9Z,12Z,15Z)/18:1(11Z));C63H114O6;966.8615414;967.599;
HMDB47561;TG(24:0/18:3(9Z,12Z,15Z)/18:1(9Z));C63H114O6;966.8615414;967.599;
HMDB47562;TG(24:0/18:3(9Z,12Z,15Z)/20:1(11Z));C65H118O6;994.8928415;995.653;
HMDB47563;TG(24:0/18:3(9Z,12Z,15Z)/20:3(5Z,8Z,11Z));C65H114O6;990.8615414;991.621;
HMDB47564;TG(24:0/18:3(9Z,12Z,15Z)/22:1(13Z));C67H122O6;1022.924142;1023.707;
HMDB47565;TG(24:0/18:3(9Z,12Z,15Z)/24:1(15Z));C69H126O6;1050.955442;1051.761;
HMDB47566;TG(24:0/18:3(9Z,12Z,15Z)/18:2(9Z,12Z));C63H112O6;964.8458913;965.583;
HMDB47567;TG(24:0/18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z));C63H110O6;962.8302413;963.567;
HMDB47568;TG(24:0/18:3(9Z,12Z,15Z)/20:2n6);C65H116O6;992.8771915;993.637;
HMDB47569;TG(24:0/18:3(9Z,12Z,15Z)/20:3n6);C65H114O6;990.8615414;991.621;
HMDB47570;TG(24:0/18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z));C65H112O6;988.8458913;989.605;
HMDB47571;TG(24:0/18:3(9Z,12Z,15Z)/22:2(13Z,16Z));C67H120O6;1020.908492;1021.691;
HMDB47572;TG(24:0/18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z));C67H116O6;1016.877191;1017.659;
HMDB47573;TG(24:0/18:3(9Z,12Z,15Z)/22:5(4Z,7Z,10Z,13Z,16Z));C67H114O6;1014.861541;1015.643;
HMDB47574;TG(24:0/18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z));C63H110O6;962.8302413;963.567;
HMDB47575;TG(24:0/18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z));C63H108O6;960.8145912;961.551;
HMDB47576;TG(24:0/18:3(9Z,12Z,15Z)/20:4(8Z,11Z,14Z,17Z));C65H112O6;988.8458913;989.605;
HMDB47577;TG(24:0/18:3(9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z));C65H110O6;986.8302413;987.589;
HMDB47578;TG(24:0/18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z));C67H114O6;1014.861541;1015.643;
HMDB47579;TG(24:0/18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z));C67H112O6;1012.845891;1013.627;
HMDB47580;TG(24:0/18:3(9Z,12Z,15Z)/o-18:0);C63H118O5;954.8979269;955.632;
HMDB47581;TG(24:0/18:4(6Z,9Z,12Z,15Z)/24:0);C69H126O6;1050.955442;1051.7351;
HMDB47582;TG(24:0/18:4(6Z,9Z,12Z,15Z)/14:1(9Z));C59H104O6;908.7832911;909.475;
HMDB47583;TG(24:0/18:4(6Z,9Z,12Z,15Z)/16:1(9Z));C61H108O6;936.8145912;937.529;
HMDB47584;TG(24:0/18:4(6Z,9Z,12Z,15Z)/18:1(11Z));C63H112O6;964.8458913;965.583;
HMDB47585;TG(24:0/18:4(6Z,9Z,12Z,15Z)/18:1(9Z));C63H112O6;964.8458913;965.583;
HMDB47586;TG(24:0/18:4(6Z,9Z,12Z,15Z)/20:1(11Z));C65H116O6;992.8771915;993.637;
HMDB47587;TG(24:0/18:4(6Z,9Z,12Z,15Z)/20:3(5Z,8Z,11Z));C65H112O6;988.8458913;989.605;
HMDB47588;TG(24:0/18:4(6Z,9Z,12Z,15Z)/22:1(13Z));C67H120O6;1020.908492;1021.691;
HMDB47589;TG(24:0/18:4(6Z,9Z,12Z,15Z)/24:1(15Z));C69H124O6;1048.939792;1049.745;
HMDB47590;TG(24:0/18:4(6Z,9Z,12Z,15Z)/18:2(9Z,12Z));C63H110O6;962.8302413;963.567;
HMDB47591;TG(24:0/18:4(6Z,9Z,12Z,15Z)/18:3(6Z,9Z,12Z));C63H108O6;960.8145912;961.551;
HMDB47592;TG(24:0/18:4(6Z,9Z,12Z,15Z)/20:2n6);C65H114O6;990.8615414;991.621;
HMDB47593;TG(24:0/18:4(6Z,9Z,12Z,15Z)/20:3n6);C65H112O6;988.8458913;989.605;
HMDB47594;TG(24:0/18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z));C65H110O6;986.8302413;987.589;
HMDB47595;TG(24:0/18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z));C67H118O6;1018.892842;1019.675;
HMDB47596;TG(24:0/18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z));C67H114O6;1014.861541;1015.643;
HMDB47597;TG(24:0/18:4(6Z,9Z,12Z,15Z)/22:5(4Z,7Z,10Z,13Z,16Z));C67H112O6;1012.845891;1013.627;
HMDB47598;TG(24:0/18:4(6Z,9Z,12Z,15Z)/18:3(9Z,12Z,15Z));C63H108O6;960.8145912;961.551;
HMDB47599;TG(24:0/18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z));C63H106O6;958.7989411;959.535;
HMDB47600;TG(24:0/18:4(6Z,9Z,12Z,15Z)/20:4(8Z,11Z,14Z,17Z));C65H110O6;986.8302413;987.589;
